,Parking,Positions,,,,,,,20F,or,40F,Front,Pose,,,,,,,20F,Rear,Pose,,,,,
SlotLabel,UnityX,UnityZ,Latitude,Longitude,WGS84_Easting,WGS84_Northing,,UnityX_20F,UnityZ_20F,Latitude_20F,Longitude_20F,WGS84_Easting_20F,WGS84_Northing_20F,,UnityX_20R,UnityZ_20R,Latitude_20R,Longitude_20R,WGS84_Easting_20R,WGS84_Northing_20R,,UnityX_45F,UnityZ_45F,Latitude_45F,Longitude_45F,WGS84_Easting_45F,WGS84_Northing_45F
TQ1_11_29,-508.9194,60.16,1.274016225,103.7867492,365018.5632,140849.0839,,-511.7594,60.16,1.274029386,103.7867273,365016.1255,140850.5402,,-518.3554,60.16,1.274059955,103.7866764,365010.464,140853.9223,,-513.2834,60.16,1.274036449,103.7867155,365014.8174,140851.3216
TQ1_11_30,-515.478,60.16,1.27404662,103.7866986,365012.9337,140852.4469,,-518.318,60.16,1.274059781,103.7866766,365010.4961,140853.9031,,-524.914,60.16,1.27409035,103.7866258,365004.8346,140857.2853,,-519.842,60.16,1.274066844,103.7866649,365009.188,140854.6846
TQ1_11_31,-522.0006,60.16,1.274076848,103.7866482,365007.3352,140855.7914,,-524.8406,60.16,1.274090009,103.7866263,365004.8976,140857.2477,,-531.4366,60.16,1.274120578,103.7865754,364999.236,140860.6298,,-526.3646,60.16,1.274097072,103.7866146,365003.5895,140858.0291
TQ1_11_32,-528.5593,60.16,1.274107243,103.7865976,365001.7057,140859.1545,,-531.3993,60.16,1.274120405,103.7865757,364999.268,140860.6107,,-537.9953,60.16,1.274150973,103.7865248,364993.6065,140863.9929,,-532.9233,60.16,1.274127468,103.786564,364997.96,140861.3922
TQ1_11_33,-534.98,60.16,1.274136999,103.7865481,364996.1946,140862.4468,,-537.82,60.16,1.274150161,103.7865262,364993.757,140863.903,,-544.416,60.16,1.274180729,103.7864753,364988.0954,140867.2852,,-539.344,60.16,1.274157224,103.7865144,364992.4489,140864.6844
TQ1_11_34,-541.028,60.16,1.274165028,103.7865014,364991.0035,140865.5479,,-543.868,60.16,1.27417819,103.7864795,364988.5658,140867.0042,,-550.464,60.16,1.274208758,103.7864286,364982.9043,140870.3863,,-545.392,60.16,1.274185252,103.7864677,364987.2577,140867.7856
TQ2_00_1,-325.63,71.36,1.273253771,103.788215,365181.6285,140764.7137,,-328.47,71.36,1.273266932,103.7881931,365179.1909,140766.17,,-335.066,71.36,1.273297501,103.7881422,365173.5294,140769.5521,,-329.994,71.36,1.273273995,103.7881813,365177.8828,140766.9514
TQ2_00_2,-332.15,71.36,1.273283987,103.7881647,365176.0322,140768.0569,,-334.99,71.36,1.273297149,103.7881428,365173.5946,140769.5132,,-341.586,71.36,1.273327717,103.7880919,365167.9331,140772.8953,,-336.514,71.36,1.273304211,103.788131,365172.2865,140770.2946
TQ2_00_3,-338.6811,71.36,1.273314255,103.7881143,365170.4264,140771.4058,,-341.5211,71.36,1.273327416,103.7880924,365167.9888,140772.862,,-348.1171,71.36,1.273357985,103.7880415,365162.3272,140776.2442,,-343.0451,71.36,1.273334479,103.7880806,365166.6807,140773.6435
TQ2_00_4,-345.2401,71.36,1.273344652,103.7880637,365164.7966,140774.769,,-348.0801,71.36,1.273357813,103.7880418,365162.359,140776.2252,,-354.6761,71.36,1.273388382,103.7879909,365156.6975,140779.6074,,-349.6041,71.36,1.273364876,103.78803,365161.0509,140777.0067
TQ2_00_5,-351.7701,71.36,1.273374914,103.7880133,365159.1918,140778.1173,,-354.6101,71.36,1.273388076,103.7879914,365156.7541,140779.5736,,-361.2061,71.36,1.273418644,103.7879405,365151.0926,140782.9557,,-356.1341,71.36,1.273395138,103.7879796,365155.446,140780.355
TQ2_00_6,-358.3291,71.36,1.273405311,103.7879627,365153.562,140781.4805,,-361.1691,71.36,1.273418473,103.7879408,365151.1243,140782.9367,,-367.7651,71.36,1.273449041,103.7878899,365145.4628,140786.3189,,-362.6931,71.36,1.273425535,103.787929,365149.8162,140783.7182
TQ2_00_7,-364.8511,71.36,1.273435536,103.7879124,365147.964,140784.8247,,-367.6911,71.36,1.273448698,103.7878904,365145.5263,140786.281,,-374.2871,71.36,1.273479266,103.7878395,365139.8648,140789.6631,,-369.2151,71.36,1.273455761,103.7878787,365144.2182,140787.0624
TQ2_00_8,-371.4101,71.36,1.273465933,103.7878617,365142.3342,140788.1879,,-374.2501,71.36,1.273479095,103.7878398,365139.8965,140789.6442,,-380.8461,71.36,1.273509663,103.7877889,365134.235,140793.0263,,-375.7741,71.36,1.273486158,103.7878281,365138.5885,140790.4256
TQ2_00_9,-377.9402,71.36,1.273496196,103.7878114,365136.7292,140791.5363,,-380.7802,71.36,1.273509358,103.7877894,365134.2916,140792.9925,,-387.3762,71.36,1.273539926,103.7877386,365128.63,140796.3747,,-382.3042,71.36,1.273516421,103.7877777,365132.9835,140793.774
TQ2_00_10,-384.4991,71.36,1.273526593,103.7877608,365131.0995,140794.8994,,-387.3391,71.36,1.273539754,103.7877388,365128.6619,140796.3557,,-393.9351,71.36,1.273570323,103.7876879,365123.0004,140799.7378,,-388.8631,71.36,1.273546817,103.7877271,365127.3538,140797.1371
TQ2_00_11,-391.0541,71.36,1.273556971,103.7877102,365125.4732,140798.2606,,-393.8941,71.36,1.273570133,103.7876883,365123.0355,140799.7168,,-400.4901,71.36,1.273600701,103.7876374,365117.374,140803.099,,-395.4181,71.36,1.273577195,103.7876765,365121.7275,140800.4983
TQ2_00_12,-397.6132,71.36,1.273587368,103.7876596,365119.8433,140801.6238,,-400.4532,71.36,1.27360053,103.7876377,365117.4057,140803.0801,,-407.0492,71.36,1.273631098,103.7875868,365111.7442,140806.4622,,-401.9772,71.36,1.273607593,103.7876259,365116.0976,140803.8615
TQ2_00_13,-404.1432,71.36,1.273617631,103.7876092,365114.2385,140804.9721,,-406.9832,71.36,1.273630792,103.7875873,365111.8008,140806.4284,,-413.5792,71.36,1.273661361,103.7875364,365106.1393,140809.8105,,-408.5072,71.36,1.273637855,103.7875755,365110.4927,140807.2098
TQ2_00_14,-410.7023,71.36,1.273648028,103.7875586,365108.6086,140808.3354,,-413.5423,71.36,1.27366119,103.7875367,365106.1709,140809.7916,,-420.1383,71.36,1.273691758,103.7874858,365100.5094,140813.1738,,-415.0663,71.36,1.273668253,103.7875249,365104.8629,140810.5731
TQ2_00_15,-417.2241,71.36,1.273678253,103.7875082,365103.0108,140811.6795,,-420.0641,71.36,1.273691414,103.7874863,365100.5731,140813.1357,,-426.6601,71.36,1.273721983,103.7874354,365094.9116,140816.5179,,-421.5881,71.36,1.273698477,103.7874746,365099.265,140813.9172
TQ2_00_16,-423.7832,71.36,1.27370865,103.7874576,365097.3809,140815.0427,,-426.6232,71.36,1.273721812,103.7874357,365094.9432,140816.499,,-433.2192,71.36,1.27375238,103.7873848,365089.2817,140819.8811,,-428.1472,71.36,1.273728874,103.787424,365093.6351,140817.2804
TQ2_00_17,-430.3132,71.36,1.273738913,103.7874073,365091.776,140818.3911,,-433.1532,71.36,1.273752074,103.7873853,365089.3384,140819.8473,,-439.7492,71.36,1.273782643,103.7873344,365083.6768,140823.2295,,-434.6772,71.36,1.273759137,103.7873736,365088.0303,140820.6288
TQ2_00_18,-436.8721,71.36,1.273769309,103.7873566,365086.1463,140821.7542,,-439.7121,71.36,1.273782471,103.7873347,365083.7087,140823.2104,,-446.3081,71.36,1.273813039,103.7872838,365078.0471,140826.5926,,-441.2361,71.36,1.273789533,103.787323,365082.4006,140823.9919
TQ2_00_19,-443.4292,71.36,1.273799697,103.7873061,365080.5182,140825.1164,,-446.2692,71.36,1.273812859,103.7872841,365078.0805,140826.5727,,-452.8652,71.36,1.273843427,103.7872332,365072.419,140829.9548,,-447.7932,71.36,1.273819921,103.7872724,365076.7724,140827.3541
TQ2_00_20,-449.9882,71.36,1.273830094,103.7872554,365074.8884,140828.4796,,-452.8282,71.36,1.273843256,103.7872335,365072.4508,140829.9359,,-459.4242,71.36,1.273873824,103.7871826,365066.7892,140833.318,,-454.3522,71.36,1.273850318,103.7872218,365071.1427,140830.7173
TQ2_00_21,-456.518,71.36,1.273860356,103.7872051,365069.2837,140831.8278,,-459.358,71.36,1.273873517,103.7871831,365066.846,140833.2841,,-465.954,71.36,1.273904086,103.7871323,365061.1845,140836.6662,,-460.882,71.36,1.27388058,103.7871714,365065.5379,140834.0655
TQ2_00_22,-463.077,71.36,1.273890752,103.7871545,365063.6539,140835.191,,-465.917,71.36,1.273903914,103.7871325,365061.2163,140836.6473,,-472.513,71.36,1.273934482,103.7870816,365055.5547,140840.0294,,-467.441,71.36,1.273910977,103.7871208,365059.9082,140837.4287
TQ2_00_23,-469.5993,71.36,1.273920979,103.7871041,365058.0556,140838.5354,,-472.4393,71.36,1.273934141,103.7870822,365055.618,140839.9916,,-479.0353,71.36,1.273964709,103.7870313,365049.9565,140843.3738,,-473.9633,71.36,1.273941204,103.7870705,365054.3099,140840.7731
TQ2_00_24,-476.1582,71.36,1.273951376,103.7870535,365052.426,140841.8986,,-478.9982,71.36,1.273964537,103.7870316,365049.9883,140843.3548,,-485.5942,71.36,1.273995106,103.7869807,365044.3268,140846.737,,-480.5222,71.36,1.2739716,103.7870198,365048.6802,140844.1362
TQ2_00_25,-482.688,71.36,1.273981637,103.7870031,365046.8212,140845.2468,,-485.528,71.36,1.273994799,103.7869812,365044.3836,140846.703,,-492.124,71.36,1.274025367,103.7869303,365038.7221,140850.0852,,-487.052,71.36,1.274001862,103.7869695,365043.0755,140847.4845
TQ2_00_26,-489.2473,71.36,1.274012035,103.7869525,365041.1912,140848.6101,,-492.0873,71.36,1.274025197,103.7869306,365038.7536,140850.0664,,-498.6833,71.36,1.274055765,103.7868797,365033.092,140853.4485,,-493.6113,71.36,1.27403226,103.7869189,365037.4455,140850.8478
TQ2_00_27,-495.8023,71.36,1.274042414,103.7869019,365035.5649,140851.9713,,-498.6423,71.36,1.274055575,103.78688,365033.1272,140853.4275,,-505.2383,71.36,1.274086144,103.7868291,365027.4657,140856.8097,,-500.1663,71.36,1.274062638,103.7868683,365031.8191,140854.2089
TQ2_00_28,-502.3609,71.36,1.274072809,103.7868513,365029.9354,140855.3343,,-505.2009,71.36,1.27408597,103.7868294,365027.4978,140856.7905,,-511.7969,71.36,1.274116539,103.7867785,365021.8363,140860.1727,,-506.7249,71.36,1.274093033,103.7868177,365026.1897,140857.5719
TQ2_00_29,-508.8911,71.36,1.274103072,103.786801,365024.3304,140858.6827,,-511.7311,71.36,1.274116234,103.786779,365021.8927,140860.1389,,-518.3271,71.36,1.274146802,103.7867281,365016.2312,140863.5211,,-513.2551,71.36,1.274123297,103.7867673,365020.5846,140860.9204
TQ2_00_30,-515.45,71.36,1.274133469,103.7867503,365018.7007,140862.0458,,-518.29,71.36,1.27414663,103.7867284,365016.263,140863.5021,,-524.886,71.36,1.274177199,103.7866775,365010.6015,140866.8842,,-519.814,71.36,1.274153693,103.7867167,365014.955,140864.2835
TQ2_00_31,-521.9721,71.36,1.274163695,103.7867,365013.1026,140865.3901,,-524.8121,71.36,1.274176856,103.7866781,365010.6649,140866.8463,,-531.4081,71.36,1.274207424,103.7866272,365005.0034,140870.2285,,-526.3361,71.36,1.274183919,103.7866664,365009.3568,140867.6278
TQ2_00_32,-528.5313,71.36,1.274194092,103.7866494,365007.4726,140868.7534,,-531.3713,71.36,1.274207254,103.7866275,365005.035,140870.2096,,-537.9673,71.36,1.274237822,103.7865766,364999.3735,140873.5918,,-532.8953,71.36,1.274214317,103.7866157,365003.7269,140870.9911
TQ2_00_33,-535.0612,71.36,1.274224354,103.786599,365001.8678,140872.1017,,-537.9012,71.36,1.274237516,103.7865771,364999.4302,140873.5579,,-544.4972,71.36,1.274268084,103.7865262,364993.7687,140876.9401,,-539.4252,71.36,1.274244579,103.7865654,364998.1221,140874.3394
TQ2_00_34,-541.6199,71.36,1.27425475,103.7865484,364996.2383,140875.4647,,-544.4599,71.36,1.274267911,103.7865265,364993.8007,140876.9209,,-551.0559,71.36,1.27429848,103.7864756,364988.1391,140880.3031,,-545.9839,71.36,1.274274974,103.7865148,364992.4926,140877.7024
TQ2_00_35,-548.1781,71.36,1.274285143,103.7864978,364990.6092,140878.8275,,-551.0181,71.36,1.274298305,103.7864759,364988.1716,140880.2837,,-557.6141,71.36,1.274328873,103.786425,364982.5101,140883.6659,,-552.5421,71.36,1.274305367,103.7864641,364986.8635,140881.0652
TQ2_00_36,-554.81,71.36,1.274315878,103.7864467,364984.9169,140882.2281,,-557.65,71.36,1.274329039,103.7864247,364982.4792,140883.6843,,-564.246,71.36,1.274359608,103.7863738,364976.8177,140887.0665,,-559.174,71.36,1.274336102,103.786413,364981.1711,140884.4658
TQ2_00_37,-560.72,71.36,1.274343267,103.786401,364979.8442,140885.2585,,-563.56,71.36,1.274356428,103.7863791,364977.4065,140886.7147,,-570.156,71.36,1.274386997,103.7863282,364971.745,140890.0969,,-565.084,71.36,1.274363491,103.7863674,364976.0984,140887.4962
TQ2_11_1,-325.63,112.13,1.273570389,103.7884027,365202.5338,140799.7078,,-328.47,112.13,1.27358355,103.7883808,365200.0961,140801.164,,-335.066,112.13,1.273614119,103.7883299,365194.4346,140804.5462,,-329.994,112.13,1.273590613,103.788369,365198.788,140801.9454
TQ2_11_2,-332.15,112.13,1.273600605,103.7883524,365196.9375,140803.0509,,-334.99,112.13,1.273613767,103.7883305,365194.4998,140804.5072,,-341.586,112.13,1.273644335,103.7882796,365188.8383,140807.8893,,-336.514,112.13,1.273620829,103.7883187,365193.1917,140805.2886
TQ2_11_3,-338.6811,112.13,1.273630873,103.788302,365191.3316,140806.3998,,-341.5211,112.13,1.273644034,103.7882801,365188.894,140807.8561,,-348.1171,112.13,1.273674603,103.7882292,365183.2324,140811.2382,,-343.0451,112.13,1.273651097,103.7882683,365187.5859,140808.6375
TQ2_11_4,-345.2401,112.13,1.27366127,103.7882514,365185.7019,140809.763,,-348.0801,112.13,1.273674431,103.7882295,365183.2642,140811.2193,,-354.6761,112.13,1.273705,103.7881786,365177.6027,140814.6014,,-349.6041,112.13,1.273681494,103.7882177,365181.9561,140812.0007
TQ2_11_5,-351.7701,112.13,1.273691532,103.788201,365180.097,140813.1113,,-354.6101,112.13,1.273704694,103.7881791,365177.6593,140814.5676,,-361.2061,112.13,1.273735262,103.7881282,365171.9978,140817.9497,,-356.1341,112.13,1.273711756,103.7881673,365176.3512,140815.349
TQ2_11_6,-358.3291,112.13,1.273721929,103.7881504,365174.4672,140816.4745,,-361.1691,112.13,1.273735091,103.7881285,365172.0296,140817.9308,,-367.7651,112.13,1.273765659,103.7880776,365166.368,140821.3129,,-362.6931,112.13,1.273742153,103.7881167,365170.7215,140818.7122
TQ2_11_7,-364.8511,112.13,1.273752154,103.7881001,365168.8692,140819.8188,,-367.6911,112.13,1.273765316,103.7880782,365166.4315,140821.275,,-374.2871,112.13,1.273795884,103.7880273,365160.77,140824.6572,,-369.2151,112.13,1.273772379,103.7880664,365165.1234,140822.0564
TQ2_11_8,-371.4101,112.13,1.273782551,103.7880495,365163.2394,140823.1819,,-374.2501,112.13,1.273795713,103.7880276,365160.8018,140824.6382,,-380.8461,112.13,1.273826281,103.7879767,365155.1402,140828.0204,,-375.7741,112.13,1.273802776,103.7880158,365159.4937,140825.4196
TQ2_11_9,-377.9402,112.13,1.273812814,103.7879991,365157.6344,140826.5303,,-380.7802,112.13,1.273825976,103.7879772,365155.1968,140827.9866,,-387.3762,112.13,1.273856544,103.7879263,365149.5353,140831.3687,,-382.3042,112.13,1.273833039,103.7879654,365153.8887,140828.768
TQ2_11_10,-384.4991,112.13,1.273843211,103.7879485,365152.0048,140829.8935,,-387.3391,112.13,1.273856372,103.7879266,365149.5671,140831.3497,,-393.9351,112.13,1.273886941,103.7878757,365143.9056,140834.7319,,-388.8631,112.13,1.273863435,103.7879148,365148.259,140832.1311
TQ2_11_11,-391.0541,112.13,1.273873589,103.7878979,365146.3784,140833.2546,,-393.8941,112.13,1.273886751,103.787876,365143.9408,140834.7108,,-400.4901,112.13,1.273917319,103.7878251,365138.2792,140838.093,,-395.4181,112.13,1.273893813,103.7878642,365142.6327,140835.4923
TQ2_11_12,-397.6132,112.13,1.273903986,103.7878473,365140.7486,140836.6178,,-400.4532,112.13,1.273917148,103.7878254,365138.3109,140838.0741,,-407.0492,112.13,1.273947716,103.7877745,365132.6494,140841.4563,,-401.9772,112.13,1.273924211,103.7878136,365137.0028,140838.8555
TQ2_11_13,-404.1432,112.13,1.273934249,103.7877969,365135.1437,140839.9662,,-406.9832,112.13,1.273947411,103.787775,365132.706,140841.4224,,-413.5792,112.13,1.273977979,103.7877241,365127.0445,140844.8046,,-408.5072,112.13,1.273954473,103.7877632,365131.3979,140842.2039
TQ2_11_14,-410.7023,112.13,1.273964646,103.7877463,365129.5138,140843.3294,,-413.5423,112.13,1.273977808,103.7877244,365127.0762,140844.7857,,-420.1383,112.13,1.274008376,103.7876735,365121.4146,140848.1678,,-415.0663,112.13,1.273984871,103.7877126,365125.7681,140845.5671
TQ2_11_15,-417.2241,112.13,1.273994871,103.787696,365123.916,140846.6735,,-420.0641,112.13,1.274008032,103.7876741,365121.4783,140848.1298,,-426.6601,112.13,1.274038601,103.7876232,365115.8168,140851.5119,,-421.5881,112.13,1.274015095,103.7876623,365120.1702,140848.9112
TQ2_11_16,-423.7832,112.13,1.274025268,103.7876454,365118.2861,140850.0368,,-426.6232,112.13,1.27403843,103.7876235,365115.8485,140851.493,,-433.2192,112.13,1.274068998,103.7875726,365110.1869,140854.8752,,-428.1472,112.13,1.274045493,103.7876117,365114.5404,140852.2745
TQ2_11_17,-430.3132,112.13,1.274055531,103.787595,365112.6812,140853.3851,,-433.1532,112.13,1.274068692,103.7875731,365110.2436,140854.8413,,-439.7492,112.13,1.274099261,103.7875222,365104.5821,140858.2235,,-434.6772,112.13,1.274075755,103.7875613,365108.9355,140855.6228
TQ2_11_18,-436.8721,112.13,1.274085927,103.7875444,365107.0515,140856.7482,,-439.7121,112.13,1.274099089,103.7875225,365104.6139,140858.2045,,-446.3081,112.13,1.274129657,103.7874716,365098.9524,140861.5866,,-441.2361,112.13,1.274106151,103.7875107,365103.3058,140858.9859
TQ2_11_19,-443.4292,112.13,1.274116315,103.7874938,365101.4234,140860.1105,,-446.2692,112.13,1.274129477,103.7874719,365098.9858,140861.5667,,-452.8652,112.13,1.274160045,103.787421,365093.3242,140864.9489,,-447.7932,112.13,1.27413654,103.7874601,365097.6777,140862.3481
TQ2_11_20,-449.9882,112.13,1.274146712,103.7874432,365095.7936,140863.4737,,-452.8282,112.13,1.274159874,103.7874213,365093.356,140864.9299,,-459.4242,112.13,1.274190442,103.7873704,365087.6944,140868.3121,,-454.3522,112.13,1.274166936,103.7874095,365092.0479,140865.7113
TQ2_11_21,-456.518,112.13,1.274176974,103.7873928,365090.1889,140866.8219,,-459.358,112.13,1.274190135,103.7873709,365087.7513,140868.2781,,-465.954,112.13,1.274220704,103.78732,365082.0897,140871.6603,,-460.882,112.13,1.274197198,103.7873591,365086.4432,140869.0596
TQ2_11_22,-463.077,112.13,1.27420737,103.7873422,365084.5591,140870.1851,,-465.917,112.13,1.274220532,103.7873203,365082.1215,140871.6413,,-472.513,112.13,1.2742511,103.7872694,365076.46,140875.0235,,-467.441,112.13,1.274227595,103.7873085,365080.8134,140872.4228
TQ2_11_23,-469.5993,112.13,1.274237597,103.7872919,365078.9609,140873.5294,,-472.4393,112.13,1.274250759,103.7872699,365076.5232,140874.9857,,-479.0353,112.13,1.274281327,103.787219,365070.8617,140878.3679,,-473.9633,112.13,1.274257822,103.7872582,365075.2151,140875.7671
TQ2_11_24,-476.1582,112.13,1.274267994,103.7872412,365073.3312,140876.8926,,-478.9982,112.13,1.274281155,103.7872193,365070.8935,140878.3488,,-485.5942,112.13,1.274311724,103.7871684,365065.232,140881.731,,-480.5222,112.13,1.274288218,103.7872076,365069.5854,140879.1303
TQ2_11_25,-482.688,112.13,1.274298255,103.7871909,365067.7265,140880.2408,,-485.528,112.13,1.274311417,103.7871689,365065.2888,140881.6971,,-492.124,112.13,1.274341985,103.7871181,365059.6273,140885.0792,,-487.052,112.13,1.27431848,103.7871572,365063.9807,140882.4785
TQ2_11_26,-489.2473,112.13,1.274328654,103.7871403,365062.0964,140883.6042,,-492.0873,112.13,1.274341815,103.7871183,365059.6588,140885.0604,,-498.6833,112.13,1.274372384,103.7870674,365053.9973,140888.4426,,-493.6113,112.13,1.274348878,103.7871066,365058.3507,140885.8418
TQ2_11_27,-495.8023,112.13,1.274359032,103.7870897,365056.4701,140886.9653,,-498.6423,112.13,1.274372194,103.7870678,365054.0325,140888.4215,,-505.2383,112.13,1.274402762,103.7870169,365048.3709,140891.8037,,-500.1663,112.13,1.274379256,103.787056,365052.7244,140889.203
TQ2_11_28,-502.3609,112.13,1.274389427,103.7870391,365050.8407,140890.3283,,-505.2009,112.13,1.274402589,103.7870172,365048.403,140891.7845,,-511.7969,112.13,1.274433157,103.7869663,365042.7415,140895.1667,,-506.7249,112.13,1.274409651,103.7870054,365047.0949,140892.566
TQ2_11_29,-508.8911,112.13,1.27441969,103.7869887,365045.2356,140893.6767,,-511.7311,112.13,1.274432852,103.7869668,365042.798,140895.133,,-518.3271,112.13,1.27446342,103.7869159,365037.1364,140898.5151,,-513.2551,112.13,1.274439915,103.786955,365041.4899,140895.9144
TQ2_11_30,-515.45,112.13,1.274450087,103.7869381,365039.6059,140897.0399,,-518.29,112.13,1.274463248,103.7869162,365037.1683,140898.4961,,-524.886,112.13,1.274493817,103.7868653,365031.5067,140901.8783,,-519.814,112.13,1.274470311,103.7869044,365035.8602,140899.2775
TQ2_11_31,-521.9721,112.13,1.274480313,103.7868878,365034.0078,140900.3841,,-524.8121,112.13,1.274493474,103.7868658,365031.5702,140901.8404,,-531.4081,112.13,1.274524043,103.7868149,365025.9086,140905.2225,,-526.3361,112.13,1.274500537,103.7868541,365030.2621,140902.6218
TQ2_11_32,-528.5313,112.13,1.27451071,103.7868371,365028.3779,140903.7474,,-531.3713,112.13,1.274523872,103.7868152,365025.9402,140905.2037,,-537.9673,112.13,1.27455444,103.7867643,365020.2787,140908.5858,,-532.8953,112.13,1.274530935,103.7868035,365024.6321,140905.9851
