,Parking,Positions,,,,,,,20F,or,40F,Front,Pose,,,,,,,20F,Rear,Pose,,,,,
SlotLabel,UnityX,UnityZ,Latitude,Longitude,WGS84_Easting,WGS84_Northing,,UnityX_20F,UnityZ_20F,Latitude_20F,Longitude_20F,WGS84_Easting_20F,WGS84_Northing_20F,,UnityX_20R,UnityZ_20R,Latitude_20R,Longitude_20R,WGS84_Easting_20R,WGS84_Northing_20R,,UnityX_45F,UnityZ_45F,Latitude_45F,Longitude_45F,WGS84_Easting_45F,WGS84_Northing_45F
TC5_11_10,119.84,-385.578,1.267640732,103.7895482,365329.6891,140144.0923,,119.84,-388.418,1.267618677,103.7895351,365328.2329,140141.6546,,119.84,-395.014,1.267567453,103.7895048,365324.8507,140135.9931,,119.84,-389.942,1.267606842,103.7895281,365327.4514,140140.3465
TC5_11_11,119.84,-392.133,1.267589826,103.789518,365326.328,140138.4659,,119.84,-394.973,1.267567771,103.7895049,365324.8717,140136.0283,,119.84,-401.569,1.267516547,103.7894746,365321.4896,140130.3668,,119.84,-396.497,1.267555936,103.7894979,365324.0903,140134.7202
TC5_11_12,119.84,-398.692,1.26753889,103.7894878,365322.9648,140132.8362,,119.84,-401.532,1.267516834,103.7894747,365321.5085,140130.3985,,119.84,-408.128,1.26746561,103.7894444,365318.1264,140124.737,,119.84,-403.056,1.267504999,103.7894677,365320.7271,140129.0904
TC5_11_13,119.84,-405.222,1.267488178,103.7894578,365319.6165,140127.2313,,119.84,-408.062,1.267466123,103.7894447,365318.1602,140124.7936,,119.84,-414.658,1.267414898,103.7894143,365314.7781,140119.1321,,119.84,-409.586,1.267454287,103.7894377,365317.3788,140123.4855
TC5_11_14,119.84,-411.781,1.267437241,103.7894276,365316.2533,140121.6015,,119.84,-414.621,1.267415186,103.7894145,365314.7971,140119.1639,,119.84,-421.217,1.267363962,103.7893841,365311.4149,140113.5023,,119.84,-416.145,1.26740335,103.7894075,365314.0156,140117.8558
TC5_11_15,119.84,-418.303,1.267386591,103.7893975,365312.9091,140116.0035,,119.84,-421.143,1.267364536,103.7893844,365311.4529,140113.5658,,119.84,-427.739,1.267313312,103.7893541,365308.0707,140107.9043,,119.84,-422.667,1.267352701,103.7893774,365310.6714,140112.2577
TC5_11_16,119.84,-424.862,1.267335655,103.7893673,365309.5459,140110.3737,,119.84,-427.702,1.267313599,103.7893542,365308.0897,140107.9361,,119.84,-434.298,1.267262375,103.7893239,365304.7075,140102.2745,,119.84,-429.226,1.267301764,103.7893472,365307.3082,140106.628
TC5_11_17,119.84,-431.392,1.267284943,103.7893373,365306.1976,140104.7688,,119.84,-434.232,1.267262888,103.7893242,365304.7414,140102.3312,,119.84,-440.828,1.267211663,103.7892938,365301.3592,140096.6696,,119.84,-435.756,1.267251052,103.7893172,365303.9599,140101.0231
TC5_11_18,119.84,-437.951,1.267234006,103.7893071,365302.8344,140099.139,,119.84,-440.791,1.267211951,103.789294,365301.3782,140096.7014,,119.84,-447.387,1.267160727,103.7892636,365297.996,140091.0399,,119.84,-442.315,1.267200115,103.789287,365300.5967,140095.3933
TC5_11_19,119.84,-444.508,1.267183085,103.7892769,365299.4723,140093.511,,119.84,-447.348,1.267161029,103.7892638,365298.016,140091.0733,,119.84,-453.944,1.267109805,103.7892334,365294.6339,140085.4118,,119.84,-448.872,1.267149194,103.7892568,365297.2346,140089.7652
TC5_11_20,119.84,-451.067,1.267132148,103.7892467,365296.1091,140087.8812,,119.84,-453.907,1.267110092,103.7892336,365294.6529,140085.4436,,119.84,-460.503,1.267058868,103.7892032,365291.2707,140079.782,,119.84,-455.431,1.267098257,103.7892266,365293.8714,140084.1355
TC5_11_21,119.84,-457.597,1.267081436,103.7892166,365292.7608,140082.2763,,119.84,-460.437,1.267059381,103.7892035,365291.3046,140079.8387,,119.84,-467.033,1.267008157,103.7891731,365287.9224,140074.1771,,119.84,-461.961,1.267047545,103.7891965,365290.5231,140078.5306
TC5_11_22,119.84,-464.156,1.267030499,103.7891864,365289.3976,140076.6465,,119.84,-466.996,1.267008444,103.7891733,365287.9414,140074.2089,,119.84,-473.592,1.26695722,103.7891429,365284.5592,140068.5473,,119.84,-468.52,1.266996609,103.7891663,365287.1599,140072.9008
TC5_11_23,119.84,-470.678,1.26697985,103.7891564,365286.0534,140071.0485,,119.84,-473.518,1.266957794,103.7891433,365284.5972,140068.6109,,119.84,-480.114,1.26690657,103.7891129,365281.215,140062.9493,,119.84,-475.042,1.266945959,103.7891363,365283.8157,140067.3028
TC5_11_24,119.84,-480.319,1.266904978,103.789112,365281.1099,140062.7734,,119.84,-483.159,1.266882923,103.7890989,365279.6537,140060.3357,,119.84,-489.755,1.266831699,103.7890685,365276.2715,140054.6742,,119.84,-484.683,1.266871087,103.7890919,365278.8722,140059.0276
TC5_11_25,119.84,-487.3,1.266850764,103.7890798,365277.5303,140056.7814,,119.84,-490.14,1.266828709,103.7890667,365276.0741,140054.3437,,119.84,-496.736,1.266777484,103.7890364,365272.692,140048.6822,,119.84,-491.664,1.266816873,103.7890597,365275.2927,140053.0356
TC5_11_26,119.84,-493.36,1.266803702,103.7890519,365274.423,140051.5799,,119.84,-496.2,1.266781647,103.7890388,365272.9668,140049.1422,,119.84,-502.796,1.266730423,103.7890085,365269.5847,140043.4807,,119.84,-497.724,1.266769812,103.7890318,365272.1854,140047.8342
TC5_11_27,119.84,-502.96,1.266729149,103.7890077,365269.5006,140043.3399,,119.84,-505.8,1.266707094,103.7889946,365268.0443,140040.9023,,119.84,-512.396,1.26665587,103.7889643,365264.6622,140035.2408,,119.84,-507.324,1.266695259,103.7889876,365267.2629,140039.5942
TC5_11_28,119.84,-509.02,1.266682087,103.7889798,365266.3933,140038.1385,,119.84,-511.86,1.266660032,103.7889667,365264.937,140035.7008,,119.84,-518.456,1.266608808,103.7889364,365261.5549,140030.0393,,119.84,-513.384,1.266648197,103.7889597,365264.1556,140034.3927
TC5_11_29,119.84,-516.56,1.266623532,103.7889451,365262.5271,140031.6667,,119.84,-519.4,1.266601477,103.788932,365261.0708,140029.229,,119.84,-525.996,1.266550253,103.7889016,365257.6887,140023.5675,,119.84,-520.924,1.266589642,103.788925,365260.2894,140027.9209
TC5_11_30,119.84,-522.62,1.26657647,103.7889172,365259.4198,140026.4652,,119.84,-525.46,1.266554415,103.7889041,365257.9635,140024.0275,,119.84,-532.056,1.266503191,103.7888737,365254.5814,140018.366,,119.84,-526.984,1.26654258,103.7888971,365257.1821,140022.7195
TC5_11_31,119.84,-532.22,1.266501917,103.788873,365254.4973,140018.2252,,119.84,-535.06,1.266479862,103.7888599,365253.041,140015.7876,,119.84,-541.656,1.266428638,103.7888295,365249.6589,140010.126,,119.84,-536.584,1.266468027,103.7888529,365252.2596,140014.4795
TC5_11_32,119.84,-538.28,1.266454856,103.7888451,365251.39,140013.0238,,119.84,-541.12,1.2664328,103.788832,365249.9337,140010.5861,,119.84,-547.716,1.266381576,103.7888016,365246.5516,140004.9246,,119.84,-542.644,1.266420965,103.788825,365249.1523,140009.278
TC5_11_33,119.84,-545.309,1.266400269,103.7888127,365247.7858,140006.9906,,119.84,-548.149,1.266378213,103.7887996,365246.3296,140004.5529,,119.84,-554.745,1.266326989,103.7887693,365242.9474,139998.8914,,119.84,-549.673,1.266366378,103.7887926,365245.5481,140003.2448
TC5_11_34,119.84,-551.8671,1.266349339,103.7887825,365244.4231,140001.3616,,119.84,-554.7071,1.266327284,103.7887694,365242.9668,139998.9239,,119.84,-561.3031,1.266276059,103.7887391,365239.5847,139993.2624,,119.84,-556.2311,1.266315448,103.7887624,365242.1854,139997.6158
TC5_11_35,119.84,-558.7,1.266296275,103.7887511,365240.9195,139995.4967,,119.84,-561.54,1.26627422,103.788738,365239.4632,139993.059,,119.84,-568.136,1.266222995,103.7887076,365236.0811,139987.3975,,119.84,-563.064,1.266262384,103.788731,365238.6818,139991.7509
TC5_11_36,119.84,-564.33,1.266252553,103.7887251,365238.0326,139990.6643,,119.84,-567.17,1.266230497,103.7887121,365236.5764,139988.2266,,119.84,-573.766,1.266179273,103.7886817,365233.1943,139982.5651,,119.84,-568.694,1.266218662,103.788705,365235.795,139986.9185
TC6_11_1,72.36002,-325.481,1.268327483,103.7894586,365319.7509,140220.021,,72.36002,-328.321,1.268305428,103.7894455,365318.2946,140217.5833,,72.36002,-334.917,1.268254204,103.7894151,365314.9125,140211.9218,,72.36002,-329.845,1.268293593,103.7894385,365317.5132,140216.2752
TC6_11_2,72.36002,-332.28,1.268274683,103.7894273,365316.2646,140214.1852,,72.36002,-335.12,1.268252627,103.7894142,365314.8084,140211.7476,,72.36002,-341.716,1.268201403,103.7893838,365311.4262,140206.086,,72.36002,-336.644,1.268240792,103.7894072,365314.027,140210.4395
TC6_11_3,72.36002,-339.06,1.268222029,103.789396,365312.7881,140208.3658,,72.36002,-341.9,1.268199974,103.789383,365311.3319,140205.9281,,72.36002,-348.496,1.26814875,103.7893526,365307.9497,140200.2666,,72.36002,-343.424,1.268188139,103.789376,365310.5505,140204.62
TC6_11_4,72.36002,-345.859,1.268169229,103.7893647,365309.3019,140202.53,,72.36002,-348.699,1.268147173,103.7893517,365307.8457,140200.0923,,72.36002,-355.295,1.268095949,103.7893213,365304.4635,140194.4308,,72.36002,-350.223,1.268135338,103.7893446,365307.0642,140198.7842
TC6_11_5,72.36002,-352.67,1.268116335,103.7893334,365305.8095,140196.6839,,72.36002,-355.51,1.26809428,103.7893203,365304.3533,140194.2462,,72.36002,-362.106,1.268043055,103.7892899,365300.9711,140188.5847,,72.36002,-357.034,1.268082444,103.7893133,365303.5718,140192.9382
TC6_11_6,72.36002,-359.469,1.268063534,103.7893021,365302.3233,140190.8481,,72.36002,-362.309,1.268041479,103.789289,365300.867,140188.4105,,72.36002,-368.905,1.267990255,103.7892586,365297.4849,140182.7489,,72.36002,-363.833,1.268029644,103.789282,365300.0856,140187.1024
TC6_11_7,72.36002,-366.249,1.268010881,103.7892709,365298.8468,140185.0287,,72.36002,-369.089,1.267988826,103.7892578,365297.3905,140182.591,,72.36002,-375.685,1.267937601,103.7892274,365294.0084,140176.9295,,72.36002,-370.613,1.26797699,103.7892508,365296.6091,140181.2829
TC6_11_8,72.36002,-373.048,1.26795808,103.7892395,365295.3605,140179.1929,,72.36002,-375.888,1.267936025,103.7892265,365293.9043,140176.7552,,72.36002,-382.484,1.267884801,103.7891961,365290.5221,140171.0937,,72.36002,-377.412,1.26792419,103.7892195,365293.1228,140175.4471
TC6_11_9,72.36002,-379.85,1.267905256,103.7892082,365291.8727,140173.3545,,72.36002,-382.69,1.267883201,103.7891952,365290.4165,140170.9169,,72.36002,-389.286,1.267831977,103.7891648,365287.0344,140165.2553,,72.36002,-384.214,1.267871366,103.7891881,365289.6351,140169.6088
TC6_11_10,72.36002,-386.649,1.267852456,103.7891769,365288.3865,140167.5188,,72.36002,-389.489,1.2678304,103.7891638,365286.9303,140165.0811,,72.36002,-396.085,1.267779176,103.7891335,365283.5481,140159.4196,,72.36002,-391.013,1.267818565,103.7891568,365286.1488,140163.773
TC6_11_11,72.36002,-393.429,1.267799802,103.7891457,365284.91,140161.6993,,72.36002,-396.269,1.267777747,103.7891326,365283.4538,140159.2616,,72.36002,-402.865,1.267726523,103.7891023,365280.0716,140153.6001,,72.36002,-397.793,1.267765912,103.7891256,365282.6723,140157.9535
TC6_11_12,72.36002,-400.228,1.267747002,103.7891144,365281.4238,140155.8635,,72.36002,-403.068,1.267724946,103.7891013,365279.9675,140153.4259,,72.36002,-409.664,1.267673722,103.7890709,365276.5854,140147.7643,,72.36002,-404.592,1.267713111,103.7890943,365279.1861,140152.1178
TC6_11_13,72.36002,-407.0391,1.267694107,103.789083,365277.9313,140150.0173,,72.36002,-409.8791,1.267672052,103.78907,365276.4751,140147.5797,,72.36002,-416.4751,1.267620827,103.7890396,365273.0929,140141.9182,,72.36002,-411.4031,1.267660216,103.7890629,365275.6936,140146.2716
TC6_11_14,72.36002,-413.838,1.267641307,103.7890517,365274.4451,140144.1817,,72.36002,-416.678,1.267619252,103.7890387,365272.9889,140141.744,,72.36002,-423.274,1.267568027,103.7890083,365269.6067,140136.0825,,72.36002,-418.202,1.267607416,103.7890316,365272.2074,140140.4359
TC6_11_15,72.36002,-420.618,1.267588654,103.7890205,365270.9686,140138.3622,,72.36002,-423.458,1.267566599,103.7890074,365269.5124,140135.9245,,72.36002,-430.054,1.267515374,103.7889771,365266.1302,140130.263,,72.36002,-424.982,1.267554763,103.7890004,365268.7309,140134.6164
TC6_11_16,72.36002,-427.417,1.267535853,103.7889892,365267.4824,140132.5264,,72.36002,-430.257,1.267513798,103.7889761,365266.0262,140130.0888,,72.36002,-436.853,1.267462574,103.7889458,365262.644,140124.4272,,72.36002,-431.781,1.267501962,103.7889691,365265.2447,140128.7807
TC6_11_17,72.36002,-434.211,1.267483091,103.7889579,365263.9987,140126.6949,,72.36002,-437.051,1.267461036,103.7889448,365262.5425,140124.2573,,72.36002,-443.647,1.267409812,103.7889145,365259.1603,140118.5957,,72.36002,-438.575,1.267449201,103.7889378,365261.761,140122.9492
TC6_11_18,72.36002,-454.589,1.267324837,103.7888641,365253.5497,140109.2039,,72.36002,-457.429,1.267302781,103.788851,365252.0935,140106.7662,,72.36002,-464.025,1.267251557,103.7888206,365248.7113,140101.1047,,72.36002,-458.953,1.267290946,103.788844,365251.3121,140105.4581
TC6_11_19,72.36002,-461.4,1.267271943,103.7888327,365250.0573,140103.3578,,72.36002,-464.24,1.267249887,103.7888197,365248.6011,140100.9202,,72.36002,-470.836,1.267198663,103.7887893,365245.219,140095.2586,,72.36002,-465.764,1.267238052,103.7888126,365247.8197,140099.6121
TC6_11_20,72.36002,-468.199,1.267219142,103.7888014,365246.5711,140097.522,,72.36002,-471.039,1.267197087,103.7887883,365245.1149,140095.0844,,72.36002,-477.635,1.267145862,103.788758,365241.7327,140089.4228,,72.36002,-472.563,1.267185251,103.7887813,365244.3334,140093.7763
TC6_11_21,72.36002,-474.979,1.267166489,103.7887702,365243.0946,140091.7026,,72.36002,-477.819,1.267144433,103.7887571,365241.6384,140089.2649,,72.36002,-484.415,1.267093209,103.7887268,365238.2562,140083.6034,,72.36002,-479.343,1.267132598,103.7887501,365240.8569,140087.9568
TC6_11_22,72.36002,-481.778,1.267113688,103.7887389,365239.6084,140085.8668,,72.36002,-484.618,1.267091633,103.7887258,365238.1521,140083.4291,,72.36002,-491.214,1.267040409,103.7886955,365234.77,140077.7676,,72.36002,-486.142,1.267079797,103.7887188,365237.3707,140082.121
TC6_11_23,72.36002,-488.58,1.267060864,103.7887076,365236.1206,140080.0284,,72.36002,-491.42,1.267038809,103.7886945,365234.6643,140077.5908,,72.36002,-498.016,1.266987584,103.7886641,365231.2822,140071.9292,,72.36002,-492.944,1.267026973,103.7886875,365233.8829,140076.2827
TC6_11_24,72.36002,-495.379,1.267008063,103.7886763,365232.6343,140074.1927,,72.36002,-498.219,1.266986008,103.7886632,365231.1781,140071.755,,72.36002,-504.815,1.266934784,103.7886328,365227.796,140066.0935,,72.36002,-499.743,1.266974173,103.7886562,365230.3967,140070.4469
TC6_11_25,72.36002,-502.159,1.26695541,103.7886451,365229.1578,140068.3732,,72.36002,-504.999,1.266933355,103.788632,365227.7016,140065.9355,,72.36002,-511.595,1.266882131,103.7886016,365224.3195,140060.274,,72.36002,-506.523,1.26692152,103.788625,365226.9202,140064.6274
TC6_11_26,72.36002,-508.958,1.266902609,103.7886138,365225.6716,140062.5374,,72.36002,-511.798,1.266880554,103.7886007,365224.2154,140060.0998,,72.36002,-518.394,1.26682933,103.7885703,365220.8332,140054.4382,,72.36002,-513.322,1.266868719,103.7885937,365223.4339,140058.7917
TC6_11_27,72.36002,-515.769,1.266849715,103.7885824,365222.1792,140056.6913,,72.36002,-518.609,1.26682766,103.7885693,365220.723,140054.2537,,72.36002,-525.205,1.266776436,103.7885389,365217.3408,140048.5921,,72.36002,-520.133,1.266815825,103.7885623,365219.9415,140052.9456
TC6_11_28,72.36002,-522.568,1.266796915,103.7885511,365218.693,140050.8556,,72.36002,-525.408,1.266774859,103.788538,365217.2367,140048.4179,,72.36002,-532.004,1.266723635,103.7885076,365213.8546,140042.7564,,72.36002,-526.932,1.266763024,103.788531,365216.4553,140047.1098
TC6_11_29,72.36002,-529.348,1.266744262,103.7885199,365215.2165,140045.0361,,72.36002,-532.188,1.266722206,103.7885068,365213.7602,140042.5984,,72.36002,-538.784,1.266670982,103.7884764,365210.3781,140036.9369,,72.36002,-533.712,1.266710371,103.7884998,365212.9788,140041.2903
TC6_11_30,72.36002,-536.147,1.266691461,103.7884886,365211.7302,140039.2003,,72.36002,-538.987,1.266669406,103.7884755,365210.274,140036.7626,,72.36002,-545.583,1.266618181,103.7884451,365206.8919,140031.1011,,72.36002,-540.511,1.26665757,103.7884685,365209.4926,140035.4546
TC6_11_31,72.36002,-542.94,1.266638707,103.7884573,365208.2471,140033.3697,,72.36002,-545.78,1.266616651,103.7884442,365206.7908,140030.932,,72.36002,-552.376,1.266565427,103.7884138,365203.4087,140025.2705,,72.36002,-547.304,1.266604816,103.7884372,365206.0094,140029.6239
TC6_11_32,72.36002,-549.751,1.266585813,103.7884259,365204.7547,140027.5236,,72.36002,-552.591,1.266563758,103.7884128,365203.2984,140025.0859,,72.36002,-559.187,1.266512533,103.7883825,365199.9163,140019.4244,,72.36002,-554.115,1.266551922,103.7884058,365202.517,140023.7778
TC6_11_33,72.36002,-556.55,1.266533012,103.7883946,365201.2684,140021.6878,,72.36002,-559.39,1.266510957,103.7883815,365199.8122,140019.2502,,72.36002,-565.986,1.266459733,103.7883512,365196.4301,140013.5886,,72.36002,-560.914,1.266499121,103.7883745,365199.0308,140017.9421
TC6_11_34,72.36002,-563.33,1.266480359,103.7883634,365197.7919,140015.8683,,72.36002,-566.17,1.266458304,103.7883503,365196.3357,140013.4307,,72.36002,-572.766,1.266407079,103.7883199,365192.9536,140007.7691,,72.36002,-567.694,1.266446468,103.7883433,365195.5543,140012.1226
TC6_11_35,72.36002,-569.979,1.266428723,103.7883328,365194.3826,140010.1613,,72.36002,-572.819,1.266406668,103.7883197,365192.9264,140007.7237,,72.36002,-579.415,1.266355444,103.7882893,365189.5442,140002.0621,,72.36002,-574.343,1.266394832,103.7883127,365192.1449,140006.4156
TC7_00_1,54.57,-325.481,1.268409929,103.7893213,365304.4812,140229.143,,54.57,-328.321,1.268387874,103.7893082,365303.025,140226.7053,,54.57,-334.917,1.26833665,103.7892779,365299.6428,140221.0438,,54.57,-329.845,1.268376039,103.7893012,365302.2435,140225.3972
TC7_00_2,54.57,-332.28,1.268357128,103.78929,365300.9949,140223.3072,,54.57,-335.12,1.268335073,103.7892769,365299.5387,140220.8695,,54.57,-341.716,1.268283849,103.7892466,365296.1566,140215.208,,54.57,-336.644,1.268323238,103.7892699,365298.7573,140219.5614
TC7_00_3,54.57,-339.06,1.268304475,103.7892588,365297.5184,140217.4877,,54.57,-341.9,1.26828242,103.7892457,365296.0622,140215.0501,,54.57,-348.496,1.268231196,103.7892153,365292.6801,140209.3885,,54.57,-343.424,1.268270585,103.7892387,365295.2808,140213.742
TC7_00_4,54.57,-345.859,1.268251675,103.7892275,365294.0322,140211.6519,,54.57,-348.699,1.268229619,103.7892144,365292.576,140209.2143,,54.57,-355.295,1.268178395,103.789184,365289.1938,140203.5528,,54.57,-350.223,1.268217784,103.7892074,365291.7945,140207.9062
TC7_00_5,54.57,-352.67,1.268198781,103.7891961,365290.5398,140205.8059,,54.57,-355.51,1.268176725,103.789183,365289.0836,140203.3682,,54.57,-362.106,1.268125501,103.7891527,365285.7014,140197.7067,,54.57,-357.034,1.26816489,103.789176,365288.3021,140202.0601
TC7_00_6,54.57,-359.469,1.26814598,103.7891648,365287.0536,140199.9701,,54.57,-362.309,1.268123925,103.7891517,365285.5973,140197.5324,,54.57,-368.905,1.2680727,103.7891214,365282.2152,140191.8709,,54.57,-363.833,1.268112089,103.7891447,365284.8159,140196.2244
TC7_00_7,54.57,-366.249,1.268093327,103.7891336,365283.5771,140194.1506,,54.57,-369.089,1.268071271,103.7891205,365282.1208,140191.713,,54.57,-375.685,1.268020047,103.7890901,365278.7387,140186.0514,,54.57,-370.613,1.268059436,103.7891135,365281.3394,140190.4049
TC7_00_8,54.57,-373.048,1.268040526,103.7891023,365280.0908,140188.3149,,54.57,-375.888,1.268018471,103.7890892,365278.6346,140185.8772,,54.57,-382.484,1.267967247,103.7890588,365275.2524,140180.2157,,54.57,-377.412,1.268006635,103.7890822,365277.8532,140184.5691
TC7_00_9,54.57,-379.85,1.267987702,103.789071,365276.6031,140182.4765,,54.57,-382.69,1.267965647,103.7890579,365275.1468,140180.0388,,54.57,-389.286,1.267914422,103.7890275,365271.7647,140174.3773,,54.57,-384.214,1.267953811,103.7890509,365274.3654,140178.7308
TC7_00_10,54.57,-386.649,1.267934901,103.7890397,365273.1168,140176.6407,,54.57,-389.489,1.267912846,103.7890266,365271.6606,140174.2031,,54.57,-396.085,1.267861622,103.7889962,365268.2784,140168.5415,,54.57,-391.013,1.267901011,103.7890196,365270.8791,140172.895
TC7_00_11,54.57,-393.429,1.267882248,103.7890084,365269.6403,140170.8213,,54.57,-396.269,1.267860193,103.7889954,365268.1841,140168.3836,,54.57,-402.865,1.267808969,103.788965,365264.8019,140162.7221,,54.57,-397.793,1.267848358,103.7889883,365267.4026,140167.0755
TC7_00_12,54.57,-400.228,1.267829447,103.7889771,365266.1541,140164.9855,,54.57,-403.068,1.267807392,103.7889641,365264.6978,140162.5478,,54.57,-409.664,1.267756168,103.7889337,365261.3157,140156.8863,,54.57,-404.592,1.267795557,103.788957,365263.9164,140161.2397
TC7_00_13,54.57,-407.0391,1.267776553,103.7889458,365262.6616,140159.1393,,54.57,-409.8791,1.267754497,103.7889327,365261.2054,140156.7017,,54.57,-416.4751,1.267703273,103.7889023,365257.8232,140151.0401,,54.57,-411.4031,1.267742662,103.7889257,365260.4239,140155.3936
TC7_00_14,54.57,-413.838,1.267723753,103.7889145,365259.1754,140153.3036,,54.57,-416.678,1.267701697,103.7889014,365257.7192,140150.866,,54.57,-423.274,1.267650473,103.788871,365254.3371,140145.2044,,54.57,-418.202,1.267689862,103.7888944,365256.9378,140149.5579
TC7_00_15,54.57,-420.618,1.2676711,103.7888832,365255.6989,140147.4842,,54.57,-423.458,1.267649044,103.7888702,365254.2427,140145.0465,,54.57,-430.054,1.26759782,103.7888398,365250.8606,140139.385,,54.57,-424.982,1.267637209,103.7888632,365253.4613,140143.7384
TC7_00_16,54.57,-427.417,1.267618299,103.7888519,365252.2127,140141.6484,,54.57,-430.257,1.267596244,103.7888389,365250.7565,140139.2107,,54.57,-436.853,1.267545019,103.7888085,365247.3743,140133.5492,,54.57,-431.781,1.267584408,103.7888318,365249.975,140137.9026
TC7_00_17,54.57,-434.211,1.267565537,103.7888207,365248.729,140135.8169,,54.57,-437.051,1.267543482,103.7888076,365247.2728,140133.3792,,54.57,-443.647,1.267492257,103.7887772,365243.8906,140127.7177,,54.57,-438.575,1.267531646,103.7888006,365246.4913,140132.0711
TC7_00_18,54.57,-441.01,1.267512736,103.7887894,365245.2428,140129.9811,,54.57,-443.85,1.267490681,103.7887763,365243.7865,140127.5435,,54.57,-450.446,1.267439457,103.7887459,365240.4044,140121.8819,,54.57,-445.374,1.267478846,103.7887693,365243.0051,140126.2354
TC7_00_19,54.57,-447.79,1.267460083,103.7887581,365241.7663,140124.1616,,54.57,-450.63,1.267438028,103.7887451,365240.31,140121.724,,54.57,-457.226,1.267386804,103.7887147,365236.9279,140116.0625,,54.57,-452.154,1.267426192,103.788738,365239.5286,140120.4159
TC7_00_20,54.57,-454.589,1.267407282,103.7887268,365238.28,140118.3259,,54.57,-457.429,1.267385227,103.7887137,365236.8238,140115.8882,,54.57,-464.025,1.267334003,103.7886834,365233.4417,140110.2267,,54.57,-458.953,1.267373392,103.7887067,365236.0424,140114.5801
TC7_00_21,54.57,-461.4,1.267354388,103.7886955,365234.7876,140112.4798,,54.57,-464.24,1.267332333,103.7886824,365233.3314,140110.0421,,54.57,-470.836,1.267281109,103.788652,365229.9493,140104.3806,,54.57,-465.764,1.267320498,103.7886754,365232.55,140108.734
TC7_00_22,54.57,-468.199,1.267301588,103.7886642,365231.3014,140106.644,,54.57,-471.039,1.267279532,103.7886511,365229.8452,140104.2064,,54.57,-477.635,1.267228308,103.7886207,365226.463,140098.5448,,54.57,-472.563,1.267267697,103.7886441,365229.0637,140102.8983
TC7_00_23,54.57,-474.979,1.267248935,103.7886329,365227.8249,140100.8245,,54.57,-477.819,1.267226879,103.7886199,365226.3687,140098.3869,,54.57,-484.415,1.267175655,103.7885895,365222.9865,140092.7253,,54.57,-479.343,1.267215044,103.7886128,365225.5872,140097.0788
TC7_00_24,54.57,-481.778,1.267196134,103.7886016,365224.3387,140094.9888,,54.57,-484.618,1.267174079,103.7885886,365222.8824,140092.5511,,54.57,-491.214,1.267122854,103.7885582,365219.5003,140086.8896,,54.57,-486.142,1.267162243,103.7885815,365222.101,140091.243
TC7_00_25,54.57,-488.58,1.26714331,103.7885703,365220.8509,140089.1504,,54.57,-491.42,1.267121254,103.7885572,365219.3947,140086.7128,,54.57,-498.016,1.26707003,103.7885269,365216.0125,140081.0512,,54.57,-492.944,1.267109419,103.7885502,365218.6132,140085.4047
TC7_00_26,54.57,-495.379,1.267090509,103.788539,365217.3646,140083.3146,,54.57,-498.219,1.267068454,103.7885259,365215.9084,140080.877,,54.57,-504.815,1.26701723,103.7884956,365212.5263,140075.2154,,54.57,-499.743,1.267056618,103.7885189,365215.127,140079.5689
TC7_00_27,54.57,-502.159,1.267037856,103.7885078,365213.8882,140077.4952,,54.57,-504.999,1.267015801,103.7884947,365212.4319,140075.0575,,54.57,-511.595,1.266964576,103.7884643,365209.0498,140069.396,,54.57,-506.523,1.267003965,103.7884877,365211.6505,140073.7494
TC7_00_28,54.57,-508.958,1.266985055,103.7884765,365210.4019,140071.6594,,54.57,-511.798,1.266963,103.7884634,365208.9457,140069.2217,,54.57,-518.394,1.266911776,103.788433,365205.5635,140063.5602,,54.57,-513.322,1.266951165,103.7884564,365208.1642,140067.9136
TC7_00_29,54.57,-515.769,1.266932161,103.7884451,365206.9095,140065.8133,,54.57,-518.609,1.266910106,103.788432,365205.4533,140063.3756,,54.57,-525.205,1.266858882,103.7884017,365202.0711,140057.7141,,54.57,-520.133,1.266898271,103.788425,365204.6718,140062.0676
TC7_00_30,54.57,-522.568,1.266879361,103.7884138,365203.4233,140059.9775,,54.57,-525.408,1.266857305,103.7884007,365201.967,140057.5399,,54.57,-532.004,1.266806081,103.7883704,365198.5849,140051.8783,,54.57,-526.932,1.26684547,103.7883937,365201.1856,140056.2318
TC7_00_31,54.57,-529.348,1.266826707,103.7883826,365199.9468,140054.1581,,54.57,-532.188,1.266804652,103.7883695,365198.4905,140051.7204,,54.57,-538.784,1.266753428,103.7883392,365195.1084,140046.0589,,54.57,-533.712,1.266792817,103.7883625,365197.7091,140050.4123
TC7_00_32,54.57,-536.147,1.266773907,103.7883513,365196.4605,140048.3223,,54.57,-538.987,1.266751851,103.7883382,365195.0043,140045.8846,,54.57,-545.583,1.266700627,103.7883078,365191.6222,140040.2231,,54.57,-540.511,1.266740016,103.7883312,365194.2229,140044.5765
TC7_00_33,54.57,-542.94,1.266721152,103.78832,365192.9774,140042.4916,,54.57,-545.78,1.266699097,103.7883069,365191.5211,140040.054,,54.57,-552.376,1.266647873,103.7882766,365188.139,140034.3924,,54.57,-547.304,1.266687262,103.7882999,365190.7397,140038.7459
