,Parking Positions,,,,,,,20F or 40F Front Pose,,,,,,,20F Rear Pose,,,,,,,45F Front Pose,,,,,
SlotLabel,UnityX,UnityZ,Latitude,Longitude,WGS84_Easting,WGS84_Northing,,UnityX_20F,UnityZ_20F,Latitude_20F,Longitude_20F,WGS84_Easting_20F,WGS84_Northing_20F,,UnityX_20R,UnityZ_20R,Latitude_20R,Longitude_20R,WGS84_Easting_20R,WGS84_Northing_20R,,UnityX_45F,UnityZ_45F,Latitude_45F,Longitude_45F,WGS84_Easting_45F,WGS84_Northing_45F
TP2_11_33,-244.128499999999,112.13,1.27319267968601,103.789031563649,365272.488752757,140757.917072772,,-246.968499999999,112.13,1.2732058413357,103.789009650504,365270.051102013,140759.373309869,,-253.564499999999,112.13,1.27323640972976,103.788958756451,365264.389572285,140762.75547189,,-248.492499999999,112.13,1.27321290413636,103.788997891478,365268.743010555,140760.154755419
TP2_11_34,-250.6872,112.13,1.27322307521803,103.7889809574,365266.859238681,140761.280108809,,-253.5272,112.13,1.27323623686726,103.788959044254,365264.421587911,140762.736345958,,-260.1232,112.13,1.27326680526027,103.7889081502,365258.760058114,140766.118508102,,-255.0512,112.13,1.27324329966768,103.788947285227,365263.113496436,140763.517791537
TP2_11_35,-257.2453,112.13,1.27325346796837,103.788930355779,365261.230239535,140764.642837312,,-260.0853,112.13,1.27326662961714,103.788908442632,365258.792588736,140766.099074514,,-266.6813,112.13,1.2732971980091,103.788857548577,365253.131058874,140769.481236781,,-261.6093,112.13,1.27327369241732,103.788896683606,365257.484497245,140766.880520121
TP2_11_36,-263.7757,112.13,1.27328373234524,103.788879967887,365255.625016003,140767.991362496,,-266.6157,112.13,1.27329689399356,103.78885805474,365253.187365172,140769.447599751,,-273.2117,112.13,1.27332746238447,103.788807160684,365247.525835246,140772.829762139,,-268.1397,112.13,1.2733039567935,103.788846295713,365251.879273667,140770.229045386
TP2_11_37,-270.62,112.13,1.27331545145392,103.788827157974,365249.750363319,140771.500843043,,-273.46,112.13,1.27332861310177,103.788805244827,365247.31271246,140772.957080353,,-280.056,112.13,1.27335918149158,103.788754350769,365241.651182466,140776.339242869,,-274.984,112.13,1.27333567590145,103.7887934858,365246.00462094,140773.738526017
TP2_11_38,-276.3,112.13,1.27334177474942,103.788783331679,365244.875061591,140774.413317685,,-279.14,112.13,1.27335493639688,103.788761418531,365242.437410711,140775.869555041,,-285.736,112.13,1.27338550478577,103.788710524473,365236.775880656,140779.251717663,,-280.664,112.13,1.27336199919635,103.788749659504,365241.129319173,140776.651000729
TP3_00_1,-34.77,123.33,1.2723094101813,103.790698522087,365457.929824512,140660.179833988,,-37.61,123.33,1.27232257184587,103.790676608957,365455.492174763,140661.636069451,,-44.206,123.33,1.27235314027453,103.79062571494,365449.830647344,140665.018227678,,-39.134,123.33,1.27232963465453,103.790664849939,365454.184083838,140662.417514124
TP3_00_2,-41.26,123.33,1.2723394873652,103.790648445955,365452.359279821,140663.50763971,,-44.1,123.33,1.27235264902933,103.790626532825,365449.921630046,140664.963875225,,-50.696,123.33,1.27238321745695,103.790575638807,365444.260102563,140668.346033573,,-45.624,123.33,1.27235971183774,103.790614773807,365448.613539105,140665.745319926
TP3_00_3,-47.74836,123.33,1.27236955694768,103.790598382476,365446.790142728,140666.834604626,,-50.58836,123.33,1.27238271861136,103.790576469346,365444.352492921,140668.290840193,,-57.18436,123.33,1.27241328703794,103.790525575327,365438.690965373,140671.672998663,,-52.11236,123.33,1.27238978141953,103.790564710327,365443.044401968,140669.072284923
TP3_00_4,-54.30735,123.33,1.27239995385599,103.790547774023,365441.160381903,140670.197785831,,-57.14735,123.33,1.27241311551922,103.790525860892,365438.722732073,140671.654021451,,-63.74335,123.33,1.27244368394474,103.790474966872,365433.061204457,140675.036180043,,-58.67135,123.33,1.27242017832715,103.790514101873,365437.414641101,140672.435466209
TP3_00_5,-60.83729,123.33,1.27243021613428,103.790497389715,365435.555555426,140673.546071508,,-63.67729,123.33,1.27244337779706,103.790475476584,365433.117905567,140675.00230718,,-70.27329,123.33,1.27247394622153,103.790424582562,365427.456377887,140678.384465894,,-65.20129,123.33,1.27245044060475,103.790463717565,365431.809814581,140675.783751966
TP3_00_6,-67.3963699999999,123.33,1.2724606134576,103.790446780565,365429.925717225,140676.909299104,,-70.23637,123.33,1.27247377511992,103.790424867433,365427.488067334,140678.365534829,,-76.83237,123.33,1.27250434354335,103.790373973411,365421.826539591,140681.747693665,,-71.76037,123.33,1.27248083792737,103.790413108414,365426.179976332,140679.146979643
TP3_00_7,-73.91835,123.33,1.27249083884408,103.790396457674,365424.327722903,140680.25350346,,-76.75835,123.33,1.27250400050595,103.790374544541,365421.890072985,140681.709739238,,-83.35435,123.33,1.27253456892833,103.790323650517,365416.228545171,140685.091898195,,-78.28235,123.33,1.27251106331316,103.790362785522,365420.58198197,140682.49118408
TP3_00_8,-80.47735,123.33,1.27252123579456,103.790345849139,365418.697953233,140683.616690278,,-83.31735,123.33,1.27253439745598,103.790323936005,365416.26030329,140685.072926109,,-89.91335,123.33,1.27256496587731,103.790273041981,365410.598775412,140688.455085189,,-84.84135,123.33,1.27254146026294,103.790312176986,365414.952212255,140685.854370979
TP3_00_9,-87.00738,123.33,1.27255149848579,103.790295464132,365413.093049248,140686.965022587,,-89.84738,123.33,1.27256466014675,103.790273550998,365410.655399275,140688.42125847,,-96.44338,123.33,1.27259522856703,103.790222656972,365404.993871331,140691.803417671,,-91.37138,123.33,1.27257172295347,103.790261791978,365409.347308225,140689.202703368
TP3_00_10,-93.5663,123.33,1.27258189506343,103.790244856212,365407.463348113,140690.328168627,,-96.4063,123.33,1.27259505672394,103.790222943078,365405.025698114,140691.784404563,,-103.0023,123.33,1.27262562514317,103.790172049051,365399.364170104,140695.166563887,,-97.9303,123.33,1.27260211953042,103.790211184058,365403.71760705,140692.56584949
TP3_00_11,-100.12134,123.33,1.2726122736586,103.790194278228,365401.836977225,140693.689325284,,-102.96134,123.33,1.27262543531866,103.790172365094,365399.399327198,140695.145561272,,-109.55734,123.33,1.27265600373683,103.790121471065,365393.737799122,140698.527720718,,-104.48534,123.33,1.27263249812489,103.790160606073,365398.09123612,140695.927006227
TP3_00_12,-106.680399999999,123.33,1.27264267088296,103.790143669226,365396.207155798,140697.052543354,,-109.5204,123.33,1.27265583254257,103.79012175609,365393.769505739,140698.508779395,,-116.1164,123.33,1.27268640095969,103.790070862061,365388.1079776,140701.890938964,,-111.0444,123.33,1.27266289534856,103.79010999707,365392.461414648,140699.290224378
TP3_00_13,-113.210399999999,123.33,1.27267293343099,103.790093284446,365390.602277301,140700.400860764,,-116.0504,123.33,1.27268609509015,103.79007137131,365388.164627212,140701.857096857,,-122.6464,123.33,1.27271666350622,103.790020477279,365382.503099007,140705.239256548,,-117.5744,123.33,1.27269315789589,103.790059612289,365386.856536108,140702.638541869
TP3_00_14,-119.7695,123.33,1.27270333083864,103.790042675132,365384.972421407,140703.764099587,,-122.6095,123.33,1.27271649249734,103.790020761996,365382.534771292,140705.220335733,,-129.2055,123.33,1.27274706091236,103.789969867964,365376.873243018,140708.602495546,,-124.1335,123.33,1.27272355530285,103.790009002975,365381.226680169,140706.001780773
TP3_00_15,-126.291299999999,123.33,1.27273355538262,103.78999235362,365379.374581063,140707.108212613,,-129.131299999999,123.33,1.27274671704087,103.789970440483,365376.936930919,140708.564448811,,-135.727299999999,123.33,1.27277728545484,103.789919546451,365371.275402584,140711.946608746,,-130.655299999999,123.33,1.27275377984613,103.789958681462,365375.628839782,140709.345893879
TP3_00_16,-132.850399999999,123.33,1.27276395278818,103.789941744304,365373.744725039,140710.471451679,,-135.690399999999,123.33,1.27277711444597,103.789919831167,365371.307074869,140711.92768793,,-142.2864,123.33,1.27280768285889,103.789868937133,365365.645546466,140715.309847987,,-137.214399999999,123.33,1.27278417725099,103.789908072145,365369.998983716,140712.709133026
TP3_00_17,-139.380399999999,123.33,1.27279421533204,103.78989135952,365368.139846283,140713.819769572,,-142.220399999999,123.33,1.27280737698939,103.789869446382,365365.702196084,140715.276005876,,-148.8164,123.33,1.27283794540125,103.789818552347,365360.040667611,140718.658166055,,-143.744399999999,123.33,1.27281443979416,103.78985768736,365364.394104914,140716.057451
TP3_00_18,-145.939399999999,123.33,1.27282461227207,103.789840750973,365362.51007596,140717.182957605,,-148.779399999999,123.33,1.27283777392897,103.789818837835,365360.072425732,140718.639193962,,-155.375399999999,123.33,1.27286834233978,103.789767943798,365354.410897196,140722.021354263,,-150.303399999999,123.33,1.2728448367335,103.789807078813,365358.764334546,140719.420639114
TP3_00_19,-152.4964,123.33,1.27285499994228,103.789790157857,365356.88202223,140720.545120241,,-155.3364,123.33,1.27286816159872,103.789768244718,365354.44437197,140722.00135665,,-161.9324,123.33,1.27289873000848,103.789717350681,365348.782843371,140725.383517074,,-156.8604,123.33,1.27287522440301,103.789756485696,365353.136280774,140722.782801831
TP3_00_20,-159.0554,123.33,1.27288539688022,103.789739549308,365351.252251777,140723.908308518,,-161.8954,123.33,1.2728985585362,103.789717636169,365348.814601492,140725.364544979,,-168.4914,123.33,1.27292912694491,103.78966674213,365343.153072824,140728.746705526,,-163.4194,123.33,1.27290562134025,103.789705877146,365347.506510279,140726.145990189
TP3_00_21,-165.5852,123.33,1.27291565849304,103.789689166062,365345.647544423,140727.256524343,,-168.4252,123.33,1.27292882014858,103.789667252922,365343.209894108,140728.712760858,,-175.0212,123.33,1.27295938855623,103.789616358883,365337.548365377,140732.094921526,,-169.9492,123.33,1.27293588295238,103.789655493899,365341.901802879,140729.494206095
TP3_00_22,-172.1443,123.33,1.27294605589233,103.789638556739,365340.017688006,140730.619764139,,-174.9843,123.33,1.27295921754741,103.789616643599,365337.580037665,140732.076000706,,-181.5803,123.33,1.27298978595401,103.789565749558,365331.918508865,140735.458161496,,-176.5083,123.33,1.27296628035097,103.789604884576,365336.271946419,140732.857445971
TP3_00_23,-178.666499999999,123.33,1.27297628228174,103.789588232132,365334.419503814,140733.964083235,,-181.5065,123.33,1.27298944393637,103.789566318991,365331.981853444,140735.420319854,,-188.1025,123.33,1.27302001234192,103.789515424949,365326.32032458,140738.802480767,,-183.0305,123.33,1.27299650673968,103.789554559967,365330.673762184,140736.201765148
TP3_00_24,-185.225399999999,123.33,1.27300667875205,103.78953762435,365328.789818929,140737.327220721,,-188.065399999999,123.33,1.27301984040623,103.789515711208,365326.352168533,140738.783457393,,-194.6614,123.33,1.27305040881073,103.789464817165,365320.690639601,140742.165618428,,-189.589399999999,123.33,1.2730269032093,103.789503952185,365325.044077258,140739.564902715
TP3_00_25,-191.755199999999,123.33,1.27303694036071,103.789487241099,365323.185111319,140740.67543703,,-194.595199999999,123.33,1.27305010201444,103.789465327957,365320.747460894,140742.131673755,,-201.191199999999,123.33,1.27308067041789,103.789414433913,365315.085931898,140745.513834911,,-196.119199999999,123.33,1.27305716481727,103.789453568933,365319.439369602,140742.913119105
TP3_00_26,-198.314499999999,123.33,1.27306733868269,103.789436630229,365317.555082976,140744.038779863,,-201.154499999999,123.33,1.27308050033596,103.789414717086,365315.117432519,140745.49501664,,-207.7505,123.33,1.27311106873836,103.78936382304,365309.455903457,140748.877177919,,-202.678499999999,123.33,1.27308756313855,103.789402958062,365313.809341214,140746.276462019
TP3_00_27,-204.8695,123.33,1.27309771707577,103.789386052535,365311.928745376,140747.399917952,,-207.7095,123.33,1.27311087872858,103.789364139392,365309.49109489,140748.856154782,,-214.3055,123.33,1.27314144712993,103.789313245345,365303.829565768,140752.238316183,,-209.2335,123.33,1.27311794153093,103.789352380367,365308.183003571,140749.637600188
TP3_00_28,-211.428199999999,123.33,1.27312811261502,103.789335446292,365306.299231897,140750.762953372,,-214.268199999999,123.33,1.27314127426738,103.789313533148,365303.861581385,140752.219190255,,-220.864199999999,123.33,1.27317184266767,103.7892626391,365298.200052194,140755.601351779,,-215.792199999999,123.33,1.27314833706948,103.789301774123,365302.55349005,140753.00063569
TP3_00_29,-217.958299999999,123.33,1.27315837560983,103.789285060722,365300.694266523,140754.111323993,,-220.798299999999,123.33,1.27317153726174,103.789263147578,365298.256615985,140755.567560928,,-227.3943,123.33,1.27320210566098,103.789212253528,365292.595086725,140758.949722574,,-222.322299999999,123.33,1.2731786000636,103.789251388552,365296.948524636,140756.349006392
TP3_00_30,-224.517199999999,123.33,1.27318877207386,103.789234452933,365295.064581252,140757.474462209,,-227.357199999999,123.33,1.27320193372532,103.789212539788,365292.626930682,140758.930699196,,-233.953199999999,123.33,1.2732325021235,103.789161645738,365286.965401361,140762.312860964,,-228.881199999999,123.33,1.27320899652693,103.789200780763,365291.318839319,140759.712144688
TP3_00_31,-231.039299999999,123.33,1.27321899799151,103.789184129087,365289.46648237,140760.818730995,,-233.879299999999,123.33,1.27323215964252,103.789162215943,365287.028831774,140762.274968035,,-240.475299999999,123.33,1.27326272803965,103.789111321891,365281.367302387,140765.657129925,,-235.403299999999,123.33,1.27323922244389,103.789150456917,365285.720740393,140763.056413555
TP3_00_32,-237.598599999999,123.33,1.27324939630721,103.78913351821,365283.836453635,140764.182074557,,-240.438599999999,123.33,1.27326255795776,103.789111605064,365281.398803009,140765.63831165,,-247.034599999999,123.33,1.27329312635385,103.789060711012,365275.737273554,140769.020473662,,-241.962599999999,123.33,1.27326962075889,103.789099846038,365280.090711614,140766.419757198
TP3_00_33,-244.128499999999,123.33,1.27327965837098,103.789083134178,365278.231659668,140767.53034311,,-246.968499999999,123.33,1.27329282002108,103.789061221032,365275.794009016,140768.986580255,,-253.564499999999,123.33,1.27332338841611,103.789010326978,365270.132479492,140772.368742389,,-248.492499999999,123.33,1.27329988282196,103.789049462006,365274.485917602,140769.768025831
TP3_00_34,-250.6872,123.33,1.27331005390395,103.789032527928,365272.602145798,140770.893379259,,-253.5272,123.33,1.2733232155536,103.789010614781,365270.164495115,140772.349616457,,-260.1232,123.33,1.27335378394758,103.788959720726,365264.50296553,140775.731778713,,-255.0512,123.33,1.27333027835424,103.788998855755,365268.856403688,140773.131062061
TP3_00_35,-257.2453,123.33,1.27334044665525,103.788981926306,365266.97314686,140774.256107874,,-260.0853,123.33,1.27335360830444,103.788960013159,365264.53549615,140775.712345124,,-266.6813,123.33,1.27338417669736,103.788909119103,365258.873966497,140779.094507503,,-261.6093,123.33,1.27336067110484,103.788948254132,365263.227404707,140776.493790757
TP3_00_36,-263.7757,123.33,1.27337071103308,103.788931538413,365261.367923536,140777.604633169,,-266.6157,123.33,1.27338387268182,103.788909625265,365258.930272795,140779.060870472,,-273.2117,123.33,1.27341444107369,103.788858731208,365253.268743077,140782.443032973,,-268.1397,123.33,1.27339093548198,103.788897866238,365257.62218134,140779.842316133
TP3_00_37,-270.62,123.33,1.27340243014277,103.788878728499,365255.493271068,140781.114113833,,-273.46,123.33,1.27341559179103,103.788856815351,365253.055620299,140782.570351191,,-280.056,123.33,1.2734461601818,103.788805921292,365247.394090513,140785.952513819,,-274.984,123.33,1.27342265459093,103.788845056323,365251.747528826,140783.351796881
TP3_00_38,-276.3,123.33,1.2734287534391,103.788834902203,365250.617969519,140784.026588572,,-279.14,123.33,1.27344191508697,103.788812989054,365248.180318729,140785.482825976,,-285.736,123.33,1.27347248347682,103.788762094995,365242.518788883,140788.86498871,,-280.664,123.33,1.27344897788666,103.788801230027,365246.872227241,140786.264271691
TP3_11_1,-34.77,164.12,1.27262618332568,103.790886340276,365478.845263821,140695.191005223,,-37.61,164.12,1.27263934499177,103.790864427145,365476.4076144,140696.647240862,,-44.206,164.12,1.27266991342395,103.790813533124,365470.746087744,140700.029399499,,-39.134,164.12,1.27264640780124,103.790852668126,365475.099523652,140697.42868563
TP3_11_2,-41.26,164.12,1.27265626051305,103.790836264141,365473.274719883,140698.518811348,,-44.1,164.12,1.27266942217869,103.790814351008,365470.837070436,140699.975047039,,-50.696,164.12,1.27269999060982,103.790763456987,365465.175543713,140703.357205797,,-45.624,164.12,1.27267648498792,103.79080259199,365469.528979672,140700.756491835
